Permit_Number,Status,Street_Number,Pre_direction,Street_Name,Street_Suffix,Post_Direction,City,State,Zip_code,Work_Type,Use_Code,Added_Date,Issue_Date,Final_Date,Description,Application_Type,Location
530232,Finaled,5901,,KIRBY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/28/2010,2/26/2010,3/24/2010,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"5901 KIRBY RD
BETHESDA, MD 20817
(38.985395, -77.119741)"
715628,Finaled,10108,,DICKENS,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/8/2015,7/16/2015,3/2/2016,"DEMO

bond tracking PS16A96091",DEMOLITION OR MOVE PERMIT,"10108 DICKENS AVE
BETHESDA, MD 20814
(39.02188, -77.113633)"
248992,Finaled,5236,,BALTIMORE,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,5/23/2001,7/16/2001,10/9/2001,PS1A7690,DEMOLITION OR MOVE PERMIT,"5236 BALTIMORE AVE
BETHESDA, MD 20816
(38.959332, -77.097101)"
870173,Finaled,9700,,BELLEVUE,DR,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/26/2019,5/20/2019,10/1/2019,,DEMOLITION OR MOVE PERMIT,"9700 BELLEVUE DR
BETHESDA, MD 20814
(39.014965, -77.09771)"
413809,Completed,6817,,WILSON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/6/2006,7/14/2006,12/11/2006,,DEMOLITION OR MOVE PERMIT,"6817 WILSON LN
BETHESDA, MD 20817
(38.982849, -77.138863)"
677333,Completed,8502,,BRADMOOR,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/19/2014,7/11/2014,9/15/2014,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8502 BRADMOOR DR
BETHESDA, MD 20817
(38.994481, -77.119347)"
448953,Finaled,,,,,,,,,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,3/30/2007,4/23/2007,8/31/2007,COMMERCIAL BILLBOARD LOCATED AT 15931 FREDERICK ROAD,DEMOLITION OR MOVE PERMIT,
944140,Completed,4321,,MAPLE,AVE,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/4/2021,5/7/2021,9/20/2021,,DEMOLITION OR MOVE PERMIT,"4321 MAPLE AVE
BETHESDA, MD 20814
(38.992155, -77.086811)"
423638,Finaled,9224,,VILLA,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/8/2006,8/30/2006,9/13/2006,demo/rebuild,DEMOLITION OR MOVE PERMIT,"9224 VILLA DR
BETHESDA, MD 20817
(39.007472, -77.129423)"
383518,Finaled,10002,,SUMMIT,AVE,,KENSINGTON,MD,20895,DEMOLISH,GARAGE,5/16/2005,6/16/2005,3/3/2006,Garage and porch only  (Cash Bond PS5A23881),DEMOLITION OR MOVE PERMIT,"10002 SUMMIT AVE
KENSINGTON, MD 20895
(39.019734, -77.082728)"
353129,Finaled,7201,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/28/2004,8/31/2004,12/16/2004,,DEMOLITION OR MOVE PERMIT,"7201 FAIRFAX RD
BETHESDA, MD 20814
(38.981971, -77.105169)"
782982,Completed,4818,,CUMBERLAND,AVE,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,12/8/2016,1/26/2017,8/4/2017,,DEMOLITION OR MOVE PERMIT,"4818 CUMBERLAND AVE
CHEVY CHASE, MD 20815
(38.969463, -77.096992)"
403278,Completed,8202,,THOREAU,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/8/2005,12/15/2005,3/7/2006,,DEMOLITION OR MOVE PERMIT,"8202 THOREAU DR
BETHESDA, MD 20817
(38.991115, -77.132383)"
830540,Completed,3607,,SPRING,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,3/14/2018,5/4/2018,9/17/2018,Demolition of a detached single family home,DEMOLITION OR MOVE PERMIT,"3607 SPRING ST
CHEVY CHASE, MD 20815
(38.978809, -77.072485)"
489771,Completed,6003,,FOLKSTONE,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/7/2008,8/18/2008,9/5/2008,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"6003 FOLKSTONE RD
BETHESDA, MD 20817
(39.00015, -77.121842)"
756375,Completed,5919,,RYLAND,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/19/2016,8/17/2016,4/4/2017,,DEMOLITION OR MOVE PERMIT,"5919 RYLAND DR
BETHESDA, MD 20817
(39.012829, -77.120728)"
475763,Completed,6405,,ALLEGHENY,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,SINGLE FAMILY DWELLING,1/14/2008,2/12/2008,8/30/2010,Demo/Rebuild: Foundation Stay,DEMOLITION OR MOVE PERMIT,"6405 ALLEGHENY AVE
TAKOMA PARK, MD 20912
(38.969536, -77.00381)"
349053,Completed,5427,,YORK,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,6/23/2004,9/9/2004,7/5/2019,,DEMOLITION OR MOVE PERMIT,"5427 YORK LN
BETHESDA, MD 20814
(38.9894, -77.110333)"
395080,Issued,10817,S,GLEN,RD,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,8/22/2005,4/24/2006,,"DEMOLITION OF SINGLE FAMILY DWELLING-Performance Bond, Tracking No.  30763",DEMOLITION OR MOVE PERMIT,"10817 GLEN S RD
POTOMAC, MD 20854
(39.033, -77.214508)"
1005123,Finaled,3518,,PERRY,AVE,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,8/26/2022,1/23/2023,4/25/2024,,DEMOLITION OR MOVE PERMIT,"3518 PERRY AVE
KENSINGTON, MD 20895
(39.032834009, -77.071208012)"
378278,Finaled,5208,,BELVOIR,DR,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,3/30/2005,6/27/2005,10/25/2005,Demo-Cash Bond PS5A24071,DEMOLITION OR MOVE PERMIT,"5208 BELVOIR DR
BETHESDA, MD 20816
(38.958764, -77.116878)"
639478,Open,4110,,WARNER,ST,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,6/21/2013,,,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4110 WARNER ST
KENSINGTON, MD 20895
(39.027665, -77.081219)"
807967,Completed,6514,,CALLANDER,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/26/2017,10/10/2017,2/15/2018,REBUILD***EXPEDITED REVIEW,DEMOLITION OR MOVE PERMIT,"6514 CALLANDER DR
BETHESDA, MD 20817
(38.974707019, -77.136373034)"
352148,Completed,7008,,GEORGIA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,7/19/2004,10/8/2004,11/9/2004,,DEMOLITION OR MOVE PERMIT,"7008 GEORGIA ST
CHEVY CHASE, MD 20815
(38.980587, -77.07213)"
652871,Completed,8010,,GLENBROOK,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,10/25/2013,3/27/2014,4/28/2014,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8010 GLENBROOK RD
BETHESDA, MD 20814
(38.989831, -77.101112)"
727277,Completed,5902,,CONWAY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,9/4/2015,10/6/2015,12/12/2015,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5902 CONWAY RD
BETHESDA, MD 20817
(39.006077004, -77.118725021)"
922636,Issued,4901,,BAYARD,BLVD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,8/7/2020,9/21/2020,,,DEMOLITION OR MOVE PERMIT,"4901 BAYARD BLVD
BETHESDA, MD 20816
(38.95436, -77.096792)"
538168,Completed,5819,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/18/2010,8/5/2010,10/20/2010,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5819 JOHNSON AVE
BETHESDA, MD 20817
(39.005657, -77.117484)"
764020,Completed,5508,,BRITE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/15/2016,1/5/2017,2/23/2017,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"5508 BRITE DR
BETHESDA, MD 20817
(38.979934, -77.112391)"
838911,Completed,15833,,DERWOOD,RD,,ROCKVILLE,MD,20855,DEMOLISH,SINGLE FAMILY DWELLING,5/24/2018,7/20/2018,10/16/2018,Demolition of SFD,DEMOLITION OR MOVE PERMIT,"15833 DERWOOD RD
ROCKVILLE, MD 20855
(39.116259, -77.159792)"
884818,Completed,5200,,BELVOIR,DR,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,7/31/2019,9/16/2019,9/27/2019,,DEMOLITION OR MOVE PERMIT,"5200 BELVOIR DR
BETHESDA, MD 20816
(38.958262, -77.116925)"
421822,Completed,6904,,MARBURY,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,5/22/2006,6/16/2006,10/8/2009,Cash Bond PS6A31301,DEMOLITION OR MOVE PERMIT,"6904 MARBURY RD
BETHESDA, MD 20817
(38.978699, -77.119614)"
912162,Completed,8811,,BELLWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,4/29/2020,6/15/2020,8/5/2020,,DEMOLITION OR MOVE PERMIT,"8811 BELLWOOD RD
BETHESDA, MD 20817
(39.000266, -77.142847)"
280128,Completed,6807,,FLORIDA,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,6/13/2002,7/11/2002,7/3/2019,DEMOLITION OF GARAGE-PS2A9696,DEMOLITION OR MOVE PERMIT,"6807 FLORIDA ST
CHEVY CHASE, MD 20815
(38.978657, -77.074124)"
550888,Finaled,22509,,HAWLINGS RIVER,DR,,GAITHERSBURG,MD,20882,DEMOLISH,SINGLE FAMILY DWELLING,10/5/2010,2/28/2011,1/5/2012,"Demolition/rebuild
PS11A44035",DEMOLITION OR MOVE PERMIT,"22509 HAWLINGS RIVER DR
GAITHERSBURG, MD 20882
(39.226606, -77.117501)"
212525,Issued,22,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20901,DEMOLISH,BUSINESS BUILDING,3/1/2000,4/3/2000,,,DEMOLITION OR MOVE PERMIT,"22 UNIVERSITY W BLVD
SILVER SPRING, MD 20901
(39.020818, -77.013462)"
666158,Issued,14810,W,OLD BALTIMORE,RD,,BOYDS,MD,20841,DEMOLISH,SINGLE FAMILY DWELLING,3/14/2014,3/19/2015,,,DEMOLITION OR MOVE PERMIT,"14810 OLD BALTIMORE W RD
BOYDS, MD 20841
(39.213165, -77.307878)"
679585,Completed,4921,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,7/8/2014,9/10/2014,7/16/2018,,DEMOLITION OR MOVE PERMIT,"4921 HAMPDEN LN
BETHESDA, MD 20814
(38.982678, -77.09821)"
914144,Issued,11605,,OLD GEORGETOWN,RD,,ROCKVILLE,MD,20852,DEMOLISH,EDUCATIONAL BUILDING,5/20/2020,7/1/2020,,,DEMOLITION OR MOVE PERMIT,"11605 OLD GEORGETOWN RD
ROCKVILLE, MD 20852
(39.048929, -77.117064)"
786254,Completed,7924,,WISCONSIN,AVE,,BETHESDA,MD,20814,DEMOLISH,MERCANTILE BUILDING,1/12/2017,10/6/2017,12/21/2017,,DEMOLITION OR MOVE PERMIT,"7924 WISCONSIN AVE
BETHESDA, MD 20814
(38.990062, -77.095495)"
505014,Completed,5112,,BROOKEVILLE,RD,,GAITHERSBURG,MD,20882,DEMOLISH,SINGLE FAMILY DWELLING,2/10/2009,4/7/2009,5/18/2009,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"5112 BROOKEVILLE RD
GAITHERSBURG, MD 20882
(39.184689, -77.103101)"
238922,Finaled,6740,,WILSON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/22/2001,5/1/2002,5/31/2002,,DEMOLITION OR MOVE PERMIT,"6740 WILSON LN
BETHESDA, MD 20817
(38.984634, -77.136039)"
742722,Completed,3401,,KENILWORTH,DRW,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,1/22/2016,3/16/2016,4/25/2016,Rebuild,DEMOLITION OR MOVE PERMIT,"3401 KENILWORTH DRW
CHEVY CHASE, MD 20815
(39.002050003, -77.069604973)"
950891,Finaled,16020,,BUDD,RD,,POOLESVILLE,MD,20837,DEMOLISH,SINGLE FAMILY DWELLING,4/28/2021,5/26/2021,3/8/2024,,DEMOLITION OR MOVE PERMIT,"16020 BUDD RD
POOLESVILLE, MD 20837
(39.117763014, -77.402086992)"
395706,Completed,5618,,JOHNSON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/29/2005,10/31/2005,3/7/2006,,DEMOLITION OR MOVE PERMIT,"5618 JOHNSON AVE
BETHESDA, MD 20817
(39.00519, -77.115467)"
589497,Completed,11806,,ROCKVILLE,PIKE,,ROCKVILLE,MD,20852,DEMOLISH,RESTAURANT,1/25/2012,2/28/2012,5/23/2012,Demolition of Restaurant (Silver Diner),DEMOLITION OR MOVE PERMIT,"11806 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.050345, -77.114933)"
1002852,Completed,10036,,CLUE,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/8/2022,10/13/2022,12/6/2022,,DEMOLITION OR MOVE PERMIT,"10036 CLUE DR
BETHESDA, MD 20817
(39.023013017, -77.126799979)"
329129,Finaled,11310,,STEVENSON,DR,,GERMANTOWN,MD,20876,DEMOLISH,SINGLE FAMILY DWELLING,1/7/2004,4/23/2004,5/1/2007,Letter of Credit PS4-16551,DEMOLITION OR MOVE PERMIT,"11310 STEVENSON DR
GERMANTOWN, MD 20876
(39.177304, -77.234372)"
370710,Finaled,6106,,WILSON,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,1/14/2005,3/7/2005,12/1/2005,PERFORMANCE BOND TRACKING #20943,DEMOLITION OR MOVE PERMIT,"6106 WILSON LN
BETHESDA, MD 20817
(38.989092, -77.124159)"
288884,Finaled,4101,,MARYLAND,AVE,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,9/30/2002,12/16/2002,12/18/2002,,DEMOLITION OR MOVE PERMIT,"4101 MARYLAND AVE
BETHESDA, MD 20816
(38.944666, -77.121005)"
727203,Completed,3617,,CHEVY CHASE LAKE,DR,,CHEVY CHASE,MD,20815,DEMOLISH,MULTI-FAMILY DWELLING,9/3/2015,1/5/2016,7/13/2016,"DEMO

PS16A102220",DEMOLITION OR MOVE PERMIT,"3617 CHEVY CHASE LAKE DR
CHEVY CHASE, MD 20815
(38.99535, -77.072553)"
583347,Completed,11917,,AMBLESIDE,DR,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,10/28/2011,2/29/2012,4/17/2012,"Demolition Only of Single Family Dwelling
BOND TRACKING #PS12A46455",DEMOLITION OR MOVE PERMIT,"11917 AMBLESIDE DR
POTOMAC, MD 20854
(39.052776, -77.200874)"
770663,Completed,7108,,FULTON,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,9/1/2016,10/3/2016,11/17/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"7108 FULTON ST
CHEVY CHASE, MD 20815
(38.981847, -77.073605)"
616383,Finaled,8101,,WISCONSIN,AVE,,BETHESDA,MD,20814,DEMOLISH,COMMERCIAL MISCELLANEOUS STRUC,11/1/2012,11/23/2012,11/26/2013,"Commercial GARAGE Demolish and rebuild a FENCE

BOND TRACKING PS13A54987",DEMOLITION OR MOVE PERMIT,"8101 WISCONSIN AVE
BETHESDA, MD 20814
(38.991478, -77.095662)"
946769,Completed,10006,,CEDAR,LN,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,3/25/2021,6/10/2021,7/19/2021,,DEMOLITION OR MOVE PERMIT,"10006 CEDAR LN
KENSINGTON, MD 20895
(39.018298, -77.087037)"
590296,Finaled,3301,,WELLER,RD,,SILVER SPRING,MD,20906,DEMOLISH,EDUCATIONAL BUILDING,2/3/2012,2/24/2012,4/9/2012,demolition of Weller Road Elem.School,DEMOLITION OR MOVE PERMIT,"3301 WELLER RD
SILVER SPRING, MD 20906
(39.06445, -77.067958)"
749481,Completed,8718,,IRVINGTON,AVE,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,3/28/2016,5/10/2016,7/1/2016,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"8718 IRVINGTON AVE
BETHESDA, MD 20817
(38.999721, -77.120063)"
355701,Finaled,4118,,STANFORD,ST,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,8/20/2004,12/3/2004,12/20/2004,,DEMOLITION OR MOVE PERMIT,"4118 STANFORD ST
CHEVY CHASE, MD 20815
(38.978757, -77.082784)"
585993,Completed,6800,,BRENNON,LN,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,12/5/2011,1/4/2012,1/24/2012,"Demolition/Rebuild of Single Family Dwelling
Cash Bond PS12A45939",DEMOLITION OR MOVE PERMIT,"6800 BRENNON LN
CHEVY CHASE, MD 20815
(38.977797, -77.066793)"
771841,Completed,5418,,YORK,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,9/12/2016,11/2/2016,3/9/2017,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"5418 YORK LN
BETHESDA, MD 20814
(38.989376, -77.109707)"
971634,Completed,6410,,TISDALE,TER,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,10/22/2021,1/6/2022,2/14/2022,,DEMOLITION OR MOVE PERMIT,"6410 TISDALE TER
BETHESDA, MD 20817
(39.021107014, -77.130141005)"
403473,Finaled,2509,W,UNIVERSITY,BLVD,,SILVER SPRING,MD,20902,DEMOLISH,RESTAURANT,11/9/2005,4/26/2006,11/8/2007,Wheaton Revitalization Program,DEMOLITION OR MOVE PERMIT,"2509 UNIVERSITY W BLVD
SILVER SPRING, MD 20902
(39.041487, -77.052064)"
918089,Finaled,8910,,BRADLEY,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/26/2020,6/30/2021,3/25/2022,*RED BRICK HOUSE* ONLY,DEMOLITION OR MOVE PERMIT,"8910 BRADLEY BLVD
BETHESDA, MD 20817
(39.000328, -77.184426)"
498864,Completed,4001,,61ST,ST,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,10/28/2008,1/28/2009,3/9/2009,demolition/rebuild,DEMOLITION OR MOVE PERMIT,"4001 61ST ST
BETHESDA, MD 20816
(38.940511, -77.11956)"
468060,Completed,10103,,ASHWOOD,DR,,KENSINGTON,MD,20895,DEMOLISH,SINGLE FAMILY DWELLING,10/10/2007,11/8/2007,11/26/2007,demo/rebuild  Cash Bond PS8A38001,DEMOLITION OR MOVE PERMIT,"10103 ASHWOOD DR
KENSINGTON, MD 20895
(39.02163, -77.092222)"
543710,Completed,6002,,WILMETT,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,7/15/2010,11/8/2010,11/23/2010,DEMOLITION / REBUILD,DEMOLITION OR MOVE PERMIT,"6002 WILMETT RD
BETHESDA, MD 20817
(39.008298, -77.122098)"
895146,Completed,5614,,MCKINLEY,ST,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,11/1/2019,1/10/2020,5/14/2020,,DEMOLITION OR MOVE PERMIT,"5614 MCKINLEY ST
BETHESDA, MD 20817
(38.995684995, -77.115529001)"
767799,Finaled,7507,,HAMPDEN,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,8/11/2016,11/18/2016,2/5/2018,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"7507 HAMPDEN LN
BETHESDA, MD 20814
(38.984847, -77.109231)"
685972,Finaled,5808,,MELVERN,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,8/28/2014,1/22/2015,1/11/2017,DEMO /REBUILD,DEMOLITION OR MOVE PERMIT,"5808 MELVERN DR
BETHESDA, MD 20817
(39.010581, -77.117835)"
583170,Issued,10105,,PATRICK,AVE,,GAITHERSBURG,MD,20878,DEMOLISH,SHED,10/26/2011,2/2/2012,,Vacated building and abandoned sheds,DEMOLITION OR MOVE PERMIT,"10105 PATRICK AVE
GAITHERSBURG, MD 20878
(39.08433, -77.233969)"
561295,Completed,7500,,HOLIDAY,TER,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/18/2011,3/17/2011,4/12/2011,Demolition/Rebuild,DEMOLITION OR MOVE PERMIT,"7500 HOLIDAY TER
BETHESDA, MD 20817
(38.984542, -77.123119)"
738811,Finaled,7107,,FAIRFAX,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,12/10/2015,2/23/2016,3/9/2016,DEMOLITION/REBUILD,DEMOLITION OR MOVE PERMIT,"7107 FAIRFAX RD
BETHESDA, MD 20814
(38.980164, -77.103968)"
266654,Completed,12601,,BROOK POINT,WAY,,CLARKSBURG,MD,20871,DEMOLISH,SINGLE FAMILY DWELLING,1/3/2002,1/28/2002,1/15/2004,release not in system-1/14/04.,DEMOLITION OR MOVE PERMIT,"12601 BROOK POINT WAY
CLARKSBURG, MD 20871"
803085,Completed,8202,,HAMPDEN,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,6/15/2017,9/7/2017,9/19/2017,Demo/Rebuild,DEMOLITION OR MOVE PERMIT,"8202 HAMPDEN LN
BETHESDA, MD 20817
(38.992593, -77.114159)"
613268,Finaled,16600,,EMORY,LN,,OLNEY,MD,20832,DEMOLISH,SINGLE FAMILY DWELLING,9/28/2012,3/12/2013,8/30/2013,Demolition/rebuild,DEMOLITION OR MOVE PERMIT,"16600 EMORY LN
OLNEY, MD 20832
(39.126805, -77.079158)"
875754,Completed,9101,,ROCKVILLE,PIKE,,BETHESDA,MD,20814,DEMOLISH,EDUCATIONAL BUILDING,5/16/2019,8/14/2019,8/12/2021,,DEMOLITION OR MOVE PERMIT,"9101 ROCKVILLE PIKE
BETHESDA, MD 20814
(39.005315, -77.097428)"
820296,Completed,3805,,MONTROSE,DR,,CHEVY CHASE,MD,20815,DEMOLISH,SINGLE FAMILY DWELLING,11/20/2017,4/5/2018,11/1/2018,"Demolition of existing two-story, single family dwelling in order to build new two-story single family dwelling.",DEMOLITION OR MOVE PERMIT,"3805 MONTROSE DR
CHEVY CHASE, MD 20815
(39.000329, -77.075086)"
822679,Completed,7703,,WHITTIER,BLVD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,12/14/2017,3/8/2018,4/12/2018,Demolition of single family dwelling in preparation for construction of a new single family dwelling.,DEMOLITION OR MOVE PERMIT,"7703 WHITTIER BLVD
BETHESDA, MD 20817
(38.986646, -77.12727)"
412634,Completed,5804,,JARVIS,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,2/22/2006,5/10/2006,6/19/2006,"Demolition/rebuild-Performance Bond, Tracking No.  29933",DEMOLITION OR MOVE PERMIT,"5804 JARVIS LN
BETHESDA, MD 20814
(39.017786, -77.117284)"
373850,Completed,18900,,LIBERTY MILL,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,2/15/2005,7/29/2005,10/1/2008,"ALL STRUCTURES ON PROPERTY TO BE DEMOLISHED
CASH BOND TRACKING # PS6A24622",DEMOLITION OR MOVE PERMIT,"18900 LIBERTY MILL RD
GERMANTOWN, MD 20874
(39.165617, -77.278105)"
647221,Issued,7210,,OSPREY,DR,,ROCKVILLE,MD,20855,DEMOLISH,EDUCATIONAL BUILDING,8/29/2013,10/4/2013,,Demo School Building,DEMOLITION OR MOVE PERMIT,"7210 OSPREY DR
ROCKVILLE, MD 20855
(39.129881, -77.14635)"
519158,Finaled,5661,,BENT BRANCH,RD,,BETHESDA,MD,20816,DEMOLISH,SINGLE FAMILY DWELLING,8/18/2009,9/10/2009,7/8/2015,DEMOLITION OF EXISTING SINGLE FAMILY DWELLING,DEMOLITION OR MOVE PERMIT,"5661 BENT BRANCH RD
BETHESDA, MD 20816
(38.965329, -77.134036)"
529313,Completed,4717,N,CHELSEA,LN,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,1/14/2010,6/23/2010,5/23/2011,"Demo Only
PS10A42175",DEMOLITION OR MOVE PERMIT,"4717 CHELSEA N LN
BETHESDA, MD 20814
(38.994707, -77.095004)"
774696,Completed,9000,,QUINTANA,DR,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,9/30/2016,1/11/2017,2/10/2017,DEMO/REBUILD,DEMOLITION OR MOVE PERMIT,"9000 QUINTANA DR
BETHESDA, MD 20817
(39.003032, -77.15828)"
433486,Finaled,7209,,ARROWOOD,RD,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,9/18/2006,10/4/2006,11/30/2006,CASH BOND PS7A33811,DEMOLITION OR MOVE PERMIT,"7209 ARROWOOD RD
BETHESDA, MD 20817
(39.003332, -77.147501)"
746941,Finaled,5910,,KINGSWOOD,RD,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,3/4/2016,5/11/2016,7/11/2016,,DEMOLITION OR MOVE PERMIT,"5910 KINGSWOOD RD
BETHESDA, MD 20814
(39.018579, -77.119389)"
438925,Finaled,10506,,TANAGER,LN,,POTOMAC,MD,20854,DEMOLISH,SINGLE FAMILY DWELLING,11/16/2006,8/1/2007,7/24/2008,,DEMOLITION OR MOVE PERMIT,"10506 TANAGER LN
POTOMAC, MD 20854
(39.066288, -77.217539)"
1021471,Issued,,,SENECA,RD,,GERMANTOWN,MD,20874,DEMOLISH,SINGLE FAMILY DWELLING,2/13/2023,4/20/2023,,,DEMOLITION OR MOVE PERMIT,"SENECA RD
GERMANTOWN, MD 20874"
981395,Open,6714,,CONWAY,AVE,,TAKOMA PARK,MD,20912,DEMOLISH,MISCELLANEOUS STRUCTURE,1/26/2022,,,,DEMOLITION OR MOVE PERMIT,"6714 CONWAY AVE
TAKOMA PARK, MD 20912"
591502,Completed,6000,,MAIDEN,LN,,BETHESDA,MD,20817,DEMOLISH,SINGLE FAMILY DWELLING,2/17/2012,5/11/2012,7/31/2012,Demolition/ rebuild,DEMOLITION OR MOVE PERMIT,"6000 MAIDEN LN
BETHESDA, MD 20817
(38.984967013, -77.119808969)"
510613,Issued,2800,,BEECHBANK,RD,,SILVER SPRING,MD,20910,DEMOLISH,SINGLE FAMILY DWELLING,5/4/2009,6/23/2009,,Demo Only,DEMOLITION OR MOVE PERMIT,"2800 BEECHBANK RD
SILVER SPRING, MD 20910
(39.016581, -77.057345)"
409202,Completed,5011,,ELM,ST,,BETHESDA,MD,20814,DEMOLISH,SINGLE FAMILY DWELLING,1/18/2006,2/17/2006,7/8/2019,demolition/rebuild  Cash bond PS6A28674,DEMOLITION OR MOVE PERMIT,"5011 ELM ST
BETHESDA, MD 20814
(38.982004, -77.099707)"
